record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
faction,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has_database_tree,factions_tables,db/factions_tables/data__.tsv,368,wh3_dlc27_nor_sayl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_set,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,,,,,,,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_node_sets_tables,db/technology_node_sets_tables/data__.tsv,25,nor_mil,,,,,,,FFB62F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_19,,,wh_dlc08_tech_nor_other_18,Slaughtering of the Greenskins,The Greenskins’ love for war almost matches that of the Norscan tribes – let savagery be met with savagery!,"The Greenskin tribes embrace all forms of violence and love to ravage across the 'civilised' lands if they can stop fighting each other for long enough. It is a lifestyle the tribes of the north understand, but that does not stop the northern armies raiding deep into the south to fight the Orcs and Goblins on their own territory. The depravations of the barren 'Badlands' pose no problem for those used to the pitiless and freezing wastes of the north, and the battle is a bloody clash against cunning and vicious opponents. Though the Greenskins do not bleed as men do, their deaths still please the Ruinous Powers.",wh3_dlc27_effect_tech_weapon_strength_monsters_nor,faction_to_force_own_unseen,10.0000,Weapon strength: %+n% for Norscan Monster units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3379,wh_dlc08_tech_nor_other_18|wh3_dlc27_effect_tech_weapon_strength_monsters_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weapon_damage.png,100,weapon_damage.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_19,,,wh_dlc08_tech_nor_other_18,Slaughtering of the Greenskins,The Greenskins’ love for war almost matches that of the Norscan tribes – let savagery be met with savagery!,"The Greenskin tribes embrace all forms of violence and love to ravage across the 'civilised' lands if they can stop fighting each other for long enough. It is a lifestyle the tribes of the north understand, but that does not stop the northern armies raiding deep into the south to fight the Orcs and Goblins on their own territory. The depravations of the barren 'Badlands' pose no problem for those used to the pitiless and freezing wastes of the north, and the battle is a bloody clash against cunning and vicious opponents. Though the Greenskins do not bleed as men do, their deaths still please the Ruinous Powers.",wh_main_effect_force_all_campaign_post_battle_loot_mod,faction_to_character_own_unseen,15.0000,Income from post-battle loot: %+n%,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3380,wh_dlc08_tech_nor_other_18|wh_main_effect_force_all_campaign_post_battle_loot_mod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,income.png,101,income.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_19,,,wh_dlc08_tech_nor_other_18,Slaughtering of the Greenskins,The Greenskins’ love for war almost matches that of the Norscan tribes – let savagery be met with savagery!,"The Greenskin tribes embrace all forms of violence and love to ravage across the 'civilised' lands if they can stop fighting each other for long enough. It is a lifestyle the tribes of the north understand, but that does not stop the northern armies raiding deep into the south to fight the Orcs and Goblins on their own territory. The depravations of the barren 'Badlands' pose no problem for those used to the pitiless and freezing wastes of the north, and the battle is a bloody clash against cunning and vicious opponents. Though the Greenskins do not bleed as men do, their deaths still please the Ruinous Powers.",wh_main_effect_force_stat_melee_attack_vs_greenskins,faction_to_force_own_unseen,8.0000,Melee attack: %+n when fighting against Greenskins,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3381,wh_dlc08_tech_nor_other_18|wh_main_effect_force_stat_melee_attack_vs_greenskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melee.png,431,melee.png,battle,true
script_lock,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_19,,,wh_dlc08_tech_nor_other_18,Slaughtering of the Greenskins,The Greenskins’ love for war almost matches that of the Norscan tribes – let savagery be met with savagery!,"The Greenskin tribes embrace all forms of violence and love to ravage across the 'civilised' lands if they can stop fighting each other for long enough. It is a lifestyle the tribes of the north understand, but that does not stop the northern armies raiding deep into the south to fight the Orcs and Goblins on their own territory. The depravations of the barren 'Badlands' pose no problem for those used to the pitiless and freezing wastes of the north, and the battle is a bloody clash against cunning and vicious opponents. Though the Greenskins do not bleed as men do, their deaths still please the Ruinous Powers.",,,,,,Norscan Tech,Norscan Tech,,,,,[[col:red]]Win %d battles against Greenskins.[[/col]]\\n[[col:yellow]]Current amount: %d[[/col]]\\n[[col:red]]Or occupy Black Crag.[[/col]],,,,,,,technology_script_lock_reasons_tables,db/technology_script_lock_reasons_tables/data__.tsv,89,wh_dlc08_tech_nor_other_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_19,,,wh_dlc08_tech_nor_other_18,Slaughtering of the Greenskins,The Greenskins’ love for war almost matches that of the Norscan tribes – let savagery be met with savagery!,"The Greenskin tribes embrace all forms of violence and love to ravage across the 'civilised' lands if they can stop fighting each other for long enough. It is a lifestyle the tribes of the north understand, but that does not stop the northern armies raiding deep into the south to fight the Orcs and Goblins on their own territory. The depravations of the barren 'Badlands' pose no problem for those used to the pitiless and freezing wastes of the north, and the battle is a bloody clash against cunning and vicious opponents. Though the Greenskins do not bleed as men do, their deaths still please the Ruinous Powers.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,666,wh3_dlc27_tech_nor_culture_19|nor_world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_world,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1183,wh3_dlc27_tech_nor_culture_05,,,,,,,,0,30,100,0,0,nor_chaos,,0,-132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,976,wh3_dlc27_tech_nor_cul_nurgle,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,wh3_dlc27_tech_nor_crow,false,false,placeholder.tga,856408013,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,wh3_dlc27_effect_tech_contact_immune_vs_nurgle,faction_to_force_own_unseen,1.0000,Attribute: Immune to Contact Effects when fighting against Nurglish factions,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,1994,wh3_dlc27_tech_nor_cul_nurgle|wh3_dlc27_effect_tech_contact_immune_vs_nurgle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attribute_contact_immunity.png,10,attribute_contact_immunity.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,wh3_dlc27_effect_tech_physical_res_monsters_nor,faction_to_force_own_unseen,10.0000,Physical resistance: %n% for Norscan Monster units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,1995,wh3_dlc27_tech_nor_cul_nurgle|wh3_dlc27_effect_tech_physical_res_monsters_nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance_physical.png,103,resistance_physical.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,wh_main_effect_force_all_campaign_replenishment_rate,faction_to_force_own_unseen,5.0000,Casualty replenishment rate: %+n%,{{tr:replenishment_additional_tooltip}},Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,1996,wh3_dlc27_tech_nor_cul_nurgle|wh_main_effect_force_all_campaign_replenishment_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replenishment.png,101,replenishment.png,campaign,true
script_lock,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,,,,,,Norscan Tech,Norscan Tech,,,,,[[col:red]]Win %d battles against Nurgle.[[/col]]\\n[[col:yellow]]Current amount: %d[[/col]]\\n[[col:red]]Or occupy Dragon Fang Mount.[[/col]],,,,,,,technology_script_lock_reasons_tables,db/technology_script_lock_reasons_tables/data__.tsv,41,wh3_dlc27_tech_nor_cul_nurgle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_05,,,wh3_dlc27_tech_nor_cul_nurgle,The Cold and the Crow,The cold has made us hardy. The Crow will make us invincible.,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,652,wh3_dlc27_tech_nor_culture_05|nor_world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_world,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1186,wh3_dlc27_tech_nor_culture_08,,,,,,,,3,30,100,0,0,nor_east,,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1047,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc08_nor_demolition_of_the_chaos_dwarfs,false,false,,511891861,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,wh3_dlc27_effect_attribute_unyielding_assault_giant_ettin,faction_to_force_own_unseen,1.0000,Attribute: Unyielding Assault for Curs'd Ettin and Norscan Giant units,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2159,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs|wh3_dlc27_effect_attribute_unyielding_assault_giant_ettin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attribute_unyielding_assault.png,620,attribute_unyielding_assault.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,wh3_dlc27_effect_tech_fire_resistance_vs_chaos_dwarfs,faction_to_force_own_unseen,40.0000,Fire resistance: %n% when fighting against Chaos Dwarfs,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2160,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs|wh3_dlc27_effect_tech_fire_resistance_vs_chaos_dwarfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance_fire.png,580,resistance_fire.png,battle,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,wh_main_effect_force_all_campaign_captives,faction_to_force_own_unseen,25.0000,Casualties captured post-battle: %+n%,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2161,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs|wh_main_effect_force_all_campaign_captives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military.png,51,military.png,campaign,true
script_lock,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,,,,,,Norscan Tech,Norscan Tech,,,,,[[col:red]]Win %d battles against Chaos Dwarfs.[[/col]]\\n[[col:yellow]]Current amount: %d[[/col]]\\n[[col:red]]Or occupy Zharr-Naggrund.[[/col]],,,,,,,technology_script_lock_reasons_tables,db/technology_script_lock_reasons_tables/data__.tsv,45,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_08,,,wh3_main_ie_tech_nor_darklands_hate_chaos_dwarfs,Demolition of the Chaos Dwarfs,"Let them feel the hammer not on anvil, but on flesh. Let the molten industry be consumed by flame!",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,655,wh3_dlc27_tech_nor_culture_08|nor_world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_world,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_09,,,wh3_main_ie_tech_nor_darklands_hate_cathay,Collapse of Grand Cathay,"Let them build their Bastion; let them muster their pampered peoples. In time, all shall be rubble and corpses.",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1187,wh3_dlc27_tech_nor_culture_09,,,,,,,,5,30,100,0,0,nor_east,,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_culture_09,,,wh3_main_ie_tech_nor_darklands_hate_cathay,Collapse of Grand Cathay,"Let them build their Bastion; let them muster their pampered peoples. In time, all shall be rubble and corpses.",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1046,wh3_main_ie_tech_nor_darklands_hate_cathay,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,wh3_main_ie_tech_nor_darklands_hate_cathay,false,false,,192694143,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
